Id_UT	Toponimo	Comune	Tav_IGM	Masl	Tipologia_UT	Tipologia_Sito	Descrizione	X	Y	Compilatore	Responsabile	m x m	Ha	Latitudine	Longitudine	Anomalia
R26	Contrada Maglitta		F. 269 II NO	26	Rinvenimento sporadico	n.d.	Contrada Maglitta è situata a E della confluenza del fiume Dittaino e di un suo affluente; accessibile dalla SS 228, l'area pianeggiante di  Contrada Maglitta è intensamente coltivata: la ricognizione dell'area ha individuato un'area di frammenti  (m 20 x 20) composta per la maggior parte da materiale edilizio (mattoni, tegole), ceramica comune e pochi frammenti di Sigillata Africana A	480776	4143492	Coppola - Sirena 2012		20 x 20	0.04	37.438062	14.782689	
R27	Masseria Troitta		F. 269 II NO	27	Area di frammenti	n.d.	La ricognizione nei pressi di Masseria Troitta, accessibile dalla SS288, è stata condotta in un campo, l'unica porzione incolta di un'area intensamente coltivata. I materiali emersi nel corso delle ricognizioni rilevano l'esistenza di una probabile fattoria romana di età imperiale; l'areale di distribuzione (m 20 x20) è caratterizzato dalla presenza di numerosi frammenti di laterizi di copertura, di ceramica fine da mensa, pareti di anfore da trasporto e ceramica africana fine da mensa	479470	4143012	Coppola - Sirena 2012		20 x 20	0.04	37.433708	14.767939	
R28	Masseria Moligno		F. 269 II NO	68	Area di frammenti	n.d.	Masseria Moligno è situata a S della SS 288, dalla quale la proprietà è accessibile attraverso una strada sterrata. L'area ricognita si estende tra la bassa pianura alluvionale e un basso poggio, che al momento della ricognizione era parzialmente arato. La ricognizione ha messo in luce la presenza di materiale preistorico (m 20 x 20) , frammenti riconducibili a una frequentazione in età neolitica	480283	4141356	Saitta 2007		20 x 20	0.04	37.418799	14.777173	
R29	Contrada Lago di S. Antonino		F. 269 II NO	62	Area di frammenti	n.d.	L'area oggetto di ricognizione in Contrada Lago di S. Antonino è situata immediatamente a SE della confluenza del fiume Dittaino con un suo affluente. La ricognizione è stata condotta in una area pianeggiante densamente coltivata, elemento che condiziona evidentemente la visibilità. L'area di frammenti (m 30 x 30) è stata individuata nell'area di un agrumeto di recente piantumazione (2010): in base alla quantità e alla qualità dei frammenti documentati (laterizi, ceramica comune, ceramiche fine da mensa, ceramica da fuoco) è desumibile l'esistenza nell'area di una fattoria romana che, dalla tarda età repubblicana fu abitata fino alla tarda antichità	482258	4141395	Coppola - Sirena 2012		30 x 30	0.09	37.41919	14.799492	
R3	Masseria Favate	Ramacca	F. 269  III  NE	177	Area di frammenti	n.d.	L’area di frammenti fittili si estende su un’ampia area pianeggiante a S della Masseria Favate (UT R2), immediatamente a N dell’ansa di un’ansa del fiume Gornalunga. La superficie (m 30 x 30), arata poco prima della ricognizione, presentava una distribuzione omogenea di rari frammenti di ceramica romana da mensa (I-IV sec. d.C.); dal settore E dell’area, proviene il numero maggiore di frammenti riconducibili ad anfore e ceramica comune (I-IV sec. d.C.); il rinvenimento di un frammento di sigillata focese indica la fine dell’insediamento presumibilmente intorno al VI sec. d.C.	467601	4143640	Laureanti 2007	E. Procelli; E. Tortorici	30 x 30	0.09	37.439029	14.633753	
R30	Contrada Calvino		F. 269 III SE	248	Area di frammenti	n.d.	Contrada Calvino si estende a S del lago Ogliastro, su basse colline caratterizzate dalla produzione ceralicola intensiva. La ricognizione, ripetuta, di una porzione della vasta contrada ha permesso di individuare un'area di frammenti fittili (m 20x20) caratterizzata dalla presenza di laterizi, ceramica da fuoco e ceramiche fini da mensa. Gli elementi sembrano indicare l'esistenza di una modesta fattoria attiva tra la tarda età imperiale e l'età bizantina	463392	4140811			20 x 20	0.04	37.413372	14.586314	
R31	Contrada Cugno		F. 269 III SE	191	Area di frammenti	n.d.	L'area di frammenti è situata in Contrada Cugno, area che si estende a SE del lago di Ogliastro. La ricognizione è stata condotta lungo il versante meridionale del sistema di basse colline che si estendono a N della SP 73. L'area è dedicata alla coltivazione ceralicola intensiva, e le ricognizioni, ripetute, sono state condotte nel periodo a visibilità migliore. L'area (m 40 x 40) individuata presenta un'alta densità di frammenti: i reperti rinvenuti nel corso delle ricognizioni indica il lungo arco cronologico di attività del sito rurale, attivo tra l'età ellenistica e la prima età imperiale. Una ripresa insediativa è evidente nella tarda età imperiale	464777	4141019			40 x 40	0.16	37.415301	14.601955	
R32	Contrada Cugno - Ventrelli		F. 269 III SE	138	Area di frammenti	n.d.	L'area di frammenti è situata in Contrada Cugno Ventrelli, a O della SP 182. La  prima ricognizione dell'area è stata condotta nella tarda primavera del 2013, ma la  coltivazione cerealicola condotta in estensione ha reso impossibile l'attività di ricerca. Condizioni accettabili di visibilità sono state riscontrate nel periodo dell'aratura: la ricognizione intensiva dell'intera superficie arata (ha 48) ha messo in luce una vasta area (m 50 x 50) di frammenti fittili, frammenti di laterizi e pietrame distribuiti in maniera omogenea. 	465707	4140566			50 x 50	0.25	37.411253	14.612486	
R33	Contrada Ventrelli - Cozzo Saitano		F. 269 III SE	189	Area di frammenti; Strutture murarie	Statio?	L'area di frammenti (m 120 x 120) è situata a SE del lago Ogliastro, in Contrada Ventrelli, alle pendici di Cozzo Saitano: situato a NO della Montagna di Ramacca, dalle cui propaggini occidentali è separata attraverso il Vallone della Signora, affluente del fiume Gornalunga, l'area è nota per il rinvenimento dell'epigrafe marmorea di Abdalas, magister magnus ovium Domitiae Domitiani (Salmeri 1984, pp. 13-4; Wilson 1990, pp. 193,  214-5). La zona è interessata da una intensa viabilità secondaria: la attuale SS 112, che passa a SE della contrada, potrebbe ricalcare l'antico tracciato pianeggiante della Catina-Agrigentum  (Andronico 1983, pp 5-25; Bosio 1987, pp. 27-9; Sirena 2012, p. 50). La ricognizione è stata condotta nei pressi del luogo di rinvenimento dell'epigrafe, zona che zona è stata oggetto, per decenni, di sbancamenti dovuti a lavori agricoli e di scavi clandestini che ne hanno profondamente alterato la morfologia originaria: è stata individuata un'area di frammenti fittili particolarmente densa, con materiali di pregio (vetri e bronzi), e i resti di una cisterna. Inoltre, è stato notata una distribuzione dei reperti in due aree principali separate da un tratto di selciato (larg. m 3,5). I materiali ceramici rinvenuti indicano un lungo arco cronologico per la frequentazione del sito, che potrebbe essere identificato come una villa o una statio del cursus publicus	466097	4140420			120 x 120	1.44	37.409951	14.616899	
R34	Contrada Ventrelli Soprano		F. 269 III SE	177	Area di frammenti	Fattoria	L'area di frammenti è ubicata in Contrada Ventrelli, a NO di Ramacca, lungo le pendici SO di un basso poggio che degrada verso N. La zona è raggiungibile attraverso una strada sterrata che si apre poco dopo il Km  7 della SP 112, imboccata dalla SS 288. La ricognizione condotta nell'area ha messo in luce un'area di frammenti (m 15 x 15) distribuiti in maniera omogenea in un'area dalla visibilità ottima (campo arato). In base alla presenza di specifiche classi di reperti , è possibile affermare che sono state due le fasi di attività di questa fattoria antica, tra l'età ellenistica e l'età repubblicana e poi di nuovo in età tardoantica	467136	4140357			15 x 15	0.0225	37.409429	14.628653	
R35	Contrada Ventrelli I		F. 269 III SE	125	Sporadico	n.d.	L'area di frammenti fittili è situata in Contrada Ventrelli, vasta area a NO di Ramacca a S del corso del fiume Gornalunga. Accessibile dalla SP 112, l'area oggetto della ricognizione è compresa in un vasto campo agricolo pianeggiante. Nel corso dell'attività di ricerca, l'UT è stata oggetto di ripetute ricognizioni, che hanno messo in luce in una vasta area (m 50 x 50) un numero limitato di frammenti di laterizi, ceramica comune e ceramiche fini da mensa. In base ai reperti, sembra possibile ritenere che l'area fu occupata da un modesto insediamento rurale, una fattoria, in età romana, dalla media fino alla tarda età ellenistica	467946	4140037			50 x 50	0.25	37.406565	14.637809	
R36	Contrada Ventrelli II		F. 269 III SE	160	Area di frammenti	n.d.	L'area di frammenti fittili è situata in Contrada Ventrelli, vasta area a NO di Ramacca a S del corso del fiume Gornalunga. Accessibile dalla SP 182, l'area oggetto della ricognizione è compresa in un vasto campo agricolo pianeggiante. La ricognizione ha identificato un'area di frammenti (m 15 x 15)  a N da un canale, a E dalla SP 182, incolta al momento della ricognizione. I frammenti di ceramica della facies di Licodia Eubea datano la frequentazione dell'area all'età del ferro; la presenza di ceramica a vernice nera e di ceramica fine da mensa testimoniano due altre fasi della storia insediativa del sito rurale, in età ellenistica e nella media età imperiale	465918	4139094			15 x 15	0.0225	37.398001	14.614948	
R37	Contrada Margherito Soprano I		F. 269 III SE	203	Area di frammenti		L'area di frammenti è situata su un basso poggio a N del corso del fiume Margherito. Raggiungibile dalla SP 103, l'area oggetto della ricognizione è un campo incolto assai vasto (ha 9,9), nel quale è stata attestata la dispersione di materiale archeologico nel settore SE (m 30 x 30). I reperti rinvenuti datano l'occupazione dell'area almeno nella media età imperiale	463544	4139114			30 x 30	0.09	37.398082	14.588116	
R38	Contrada Ventrelli		F. 269 III SE	172	Area di frammenti		La ricognizione del settore meridionale di Contrada Ventrelli ha interessato una vasta area attraversata in senso EO dalla SP 103 (ha 9). I pochi frammenti rinvenuti attestano una frequentazione in età preistorica e in età romana	467537	4138630			n.d.		37.393868	14.633249	
R39	Contrada Margherito Soprano II		F. 269 III SE	174	Area di frammenti		L'area di frammenti è situata a N del corso del fiume Margherito, in una proprietà accessibile dalla SP 102. La ricognizione è stata condotta in un'area intensamente coltivata; in occasione dell'aratura è stato possibile identificare un'area di frammenti fittili (m 20x30) che, in base ai reperti, attesta l'esistenza di una occupazione tra la media e la tarda età imperiale	464295	4137887			20 x 30	0.06	37.387052	14.59666	
R4	Contrada Giumenta	Ramacca	F. 269  III  NE	180	Area di frammenti	n.d.	La ricognizione di Contrada Giumenta è stata condotta nelle vaste aree coltivate che si estendono tra la SS 288 e il corso del fiume Gornalunga. Un’area di rari frammenti fittili (m 15 x 30) è stata individuata in un campo arato delimitato a E dalla SP 182, a N dalla SS 288 e a O da un torrente affluente del Gornalunga. I frammenti sono in larga parte riconducibili a ceramica comune, anfore (III-V sec. d.C.) e ceramica africana da cucina pertinenti a una occupazione nella tarda età imperiale	464942	4145377	Laureanti 2008	E. Procelli; E. Tortorici	15 x 30	0.045	37.454588	14.603613	
R40	Contrada Margherito Soprano III		F. 269 III SE	156	Area di frammenti		L'area di frammenti fittili è situata a N del corso del fiume Margherito, in una proprietà accessibile dalla SP 182. La ricognizione è stata condotta in un'area profondamente modificata dall'impianto del vigneto oggi in attività. L'area dei frammenti (m 20 x 20) si estende nei pressi di un casolare in rovina; rare tracce (laterizi) sono ancora visibili tra i filari delle viti. In base alla cronologia dei reperti, è desumibile che l'area fosse la sede di un insediamento rurale attivo in età ellenistico-repubblicana; dopo uno iato, la fattoria fu di nuovo attiva dalla media alla tarda antichità	465791	4136834			20 x 20	0.04	37.376914	14.613255	
R41	Casa Motta (Gallinella)		F. 269 III SE	182	Area di frammenti		L'area di frammenti è situata a E di Ramacca, nella Contrada Margherito Soprano. La ricognizione dell'area è stata ostacolata dalle recinzioni che impediscono l'accesso a molte delle proprietà a E della SP 18. L'area selezionata per ricognizione è un vasto campo incolto che si estende in un ampio pianoro digradante da N a S: è stata documentata un'area di frammenti (m 40x40) che per qualità e cronologia indicano la presenza di una ricca fattoria attiva dalla fine dell'età repubblicana fino all'età bizantina	467136	4137392			40 x 40	0.16	37.382704	14.628785	
R42	Contrada Casalgismondo Sottano		F. 269 III SE	169	Area di frammenti		L'area di frammenti fittili si estende nei pressi della sito di costruzione della diga del fiume Margherito, opera pubblica mai completata. La ricognizione ha messo in luce un'area (m 30 x 30) che, in base alla cronologia dei reperti, attesterebbe una lunga occupazione, forse di una fattoria	462739	4135820			30 x 30	0.09	37.368359	14.579187	
R43	Contrada Olivo I	Mineo	F. 269 III SE	171	Area di frammenti		L'area di frammenti fittili è situata a S dell''alto corso del fiume Margherito, raggiungibile mediante un'uscita della SP 182. La ricognizione è stata condotta in un vasto campo coltivato, arato al momento dell'attività. L'area di frammenti fittili (m 50 x 50) testimonia la persistene storia insediativa di una probabile fattoria, attiva dall'età ellenistica fino alla fine dell'età imperiale	463935	4135715			50 x 50	0.25	37.36746	14.592699	
R44	Contrada Olivo II	Mineo	F. 269 III SE	226	Sporadico		La ricognizione dell'area a N della SP 170 è stata condotta in buone condizioni di visibilità, in occasione dell'aratura 2014. Nonostante le buone condizioni di visibilità, non è stata documenta nessuna area di frammenti; l'area è stata profondamente modificata da sbancamenti ai fini dell'attività agricola. In prossimità del perimetro di un vigneto è stato rinvenuto un frammento di ceramica a vernice nera	465300	4136096			n.d.		37.370947	14.608096	
R45	Contrada Magazzinaccio I	Mineo	F. 269 III SE	204	Area sepolcrale	Area di frammenti fittili, Tomba isolata	Situata tra le SP 179 e 182, Contrada Magazzinaccio è una vasta area collinare con affioramenti calcarei situata a S del fiume Margherito. Durante la ricognizione dell'area, una vasta area incolta, non è stata registrata la presenza di materiale archeologico, forse a causa della pessima visibilità; ai margini di un terrazzamento, celata da pietre e vegetazione, è stata documentata una tomba a grotticella isolata e un'area (m 3 x 3) di frammenti di ceramica di impasto dalla cronologia non chiara	466512	4135524			3 x 3	0.0009	37.365835	14.62181	
R46	Contrada Magazzinaccio II	Mineo	F. 269 III SE	172	Area sepolcrale	Tomba isolata	Situata tra le SP 179 e 182, Contrada Magazzinaccio è una vasta area situata a S del fiume Margherito, che si estende su un'area collinare con affioramenti rocciosi. Durante la ricognizione dell'area a S dell'UT R45, è stata documentata una tomba a grotticella isolata	466586	4135064					37.361692	14.622667	
R47	Contrada Magazzinaccio III	Mineo	F. 269 III SE	212	Area sepolcrale	Tomba isolata	Situata tra le SP 179 e 182, Contrada Magazzinaccio è una vasta area situata a S del fiume Margherito, che si estende su un'area collinare con affioramenti rocciosi. Durante la ricognizione dell'area a E dei campi dove sono state documentate le UT R45 e R46, è stata documentata un'altra tomba isolata, anch'essa della tipologia a grotticella artificiale	465819	4135360					37.364332	14.613992	
R48	Contrada Olivo III	Mineo	F. 269 III SE	249	Area di frammenti		L'area di frammenti è situata a S dell'alto corso del fiume Margherito. L'area oggetto di ricognizione si estende su un poggio roccioso, degradante rapidamente da N a S, e un'ampia pianura attraversati in senso NE-SO dalla SP 179. Le condizioni di visibilità al momento della ricerca sul campo erano buone. L'UT R48 è stata identificata ai piedi dell'altura: i reperti erano distribuiti in maniera omogenea, concentrandosi lungo una fascia di m 4 x 10. Dall'analisi delle ceramiche rinvenute, l'occupazione delle pendici del poggio si data alla media età imperiale, epoca cui datano i frammenti di laterizi, ceramica da fuoco e fine da mensa; un frammento di anfora greco-italica è unico indizio di una fase di occupazione più antica di età arcaica	464925	4135006			4 x 10	0.004	37.361108	14.603913	
R49	Contrada Magazzinaccio IV	Mineo	F. 269 III SE	194	Area di frammenti		L'area di frammenti è situata a S del corso del fiume Margherito, a O della SP 179. L'area oggetto della ricognizione, ripetuta nell'inverno e nell'estate 2014, è un vasto campo coltivato, la cui visibilità era buona in coincidenza dell'aratura: nel corso del lavoro sul campo è stata individuata una ampia area (m 30 x 30) nella quale erano distribuiti rari frammenti di laterizi, ceramica da impasto e ceramica fine da mensa. In base ai reperti, a una fase di frequentazione nella preistoria, è seguita un'occupazione nella tarda età romana, la cui entità non è meglio identificabile	466232	4134868			30 x 30	0.09	37.359912	14.618678	
R5	Masseria Cugno	Aidone	F. 269  III  NE	189	Area di frammenti	Fattoria	L’area di frammenti (m 115 x 200) si estende a NE della Masseria Cugno, delimitata a N da un'ansa del fiume Gornalunga e a E da dalla SP 73. Il declivio sui quali si distribuiscono i frammenti è strutturato in due settori: una terrazza superiore arata, e una terrazza inferiore, digradante verso E, incolta e dalla scarsa visibilità, al momento della prima ricognizione; nel corso dell’ultimo sopralluogo condotto a Masseria Cugno (aprile 2016) si è appurato che l’intera area è ora coltivata. In base ai rinvenimenti, è possibile desumere che l’area della masseria è stata frequentata nella Preistoria tra le fasi finali dell’Eneolitico fino al Bronzo antico; i materiali, pertinenti alle facies di Malpasso e di Castelluccio si concentravano nella terrazza inferiore, ai limiti NE dell’area. L’occupazione in età romana è attestata dalla consistenza distribuzione su tutta l’area di frammenti di tegole, ceramica comune e da cucina e anfore; la ceramica fine da mensa (Sigillata Africana D, E) è stata rinvenuta soltanto nel settore NE della terrazza inferiore del declivio, in una area ben definita (m 5 x 4) 	465497	4143171	Laureanti 2007	E. Procelli; E. Tortorici	115 x 200	2.3	37.434725	14.609991	
R50	Contrada Magazzinaccio V	Mineo	F. 269 III SE	158	Area di frammenti		L'area di frammenti è situata a S del corso del fiume Margherito, a E della SP 179. L'area oggetto della ricognizione, ripetuta nell'inverno e nell'estate 2014, è un vasto campo coltivato, la cui visibilità era buona in coincidenza dell'aratura. Nel corso del lavoro sul campo è stata identificata un'area di frammenti (m 10 x 10), la cui distribuzione era omogenea: la maggior parte dei reperti era costituita da pietrame, frammenti di laterizi e di ceramiche fini da mensa	467015	4134921			10 x 10	0.01	37.360418	14.627518	
R51	Contrada Mongialino I	Mineo	F. 269 III SE	183	Area di frammenti		L'area di frammenti è situata a S del corso del fiume Margherito:  la ricognizione è stata condotta su un'ampia area coltivata a grano, attraversata in senso NO-SE dalla SP 179. La visibilità buona al momento del lavoro sul campo ha consentito di individuare un'ampia area (m 50 x 50) di pietrame, frammenti di laterizi, e ceramica. L'analisi dei reperti indica una prima fase di occupazione in età ellenistica, e la rioccupazione dell'area nella Tarda età imperiale. In base ai reperti e alla posizione in pianura nei pressi del fiume Margherito è possibile inferire il carattere agricolo dell'insediamento	467274	4134613			50 x 50	0.25	37.35766	14.630456	
R52	Contrada Mongialino II	Mineo	F. 269 III SE	181	Area di frammenti		L'area di frammenti è situata a S del corso del fiume Margherito: nel corso della ricognizione di un'ampia area coltivata, il cui limite S coincide con la SP 108, è stato possibile identificare una vasta area di frammenti (m 45 x 40). I materiali rinvenuti datano l'occupazione a una prima fase tra l'età ellenistica e la tarda età repubblicana e una occupazione stabile in età imperiale. In base alla posizione nella pianura nei pressi del corso del fiume Margherito, è possibile desumere del sito la possibile natura rurale	467761	4134804			45 x 45	0.16	37.35939	14.635947	
R53	Cozzo Valenti	Mineo	F. 269 III SE	383	Area sepolcrale		Cozzo valenti è una bassa altura rocciosa del sistema collinare che delimita in senso SO-NE la Contrada Olivo. La ricognizione condotta nell'area ha evidenziato l'esistenza di ingrottati, di alcuni dei quali è chiara la tipologia (tombe a grotticella artificiale). Tra tarda antichità ed età bizantina gli ambienti delle tombe preistoriche furono riadattate alle nuove pratiche funerarie	464247	4133894					37.351058	14.59631	
R54	Tre Portelle I	Mineo	F. 269 III SE	386	Area di frammenti		L'area è situata a NE di Borgo Pietro Lupo, a N dell'altura di Tre Portelle, che insieme a Poggio Colombaio e Cozzo Valenti forma un sistema collinare che separa le propaggini occidentali della Piana di Catania in senso SE-NO. L'area di frammenti fittili si estende in un campo coltivato, arato al momento della ricognizione: i materiali erano distribuiti in maniera uniforme (m 10 x 10). In base all'arco cronologico di riferimento dei reperti, l'occupazione dell'area si data tra la tarda età imperiale e l'età bizantina	464554	4133619			10 x 10	0.01	37.348591	14.59979	
R55	Tre Portelle II	Mineo	F. 269 III SE	385	Area sepolcrale		L'area è situata a NE di Borgo Pietro Lupo, a S dell'altura di Tre Portelle, che insieme a Poggio Colombaio e Cozzo Valenti forma un sistema collinare che separa le propaggini occidentali della Piana di Catania in senso SE-NO. Nel corso della ricognizione condotta nell'area, accessibile attraverso una strada sterrata che si imbocca dalla SP 179, è stato individuato un nucleo di necropoli a grotticella artificiale. La ricognizione del campo coltivato che si estende a S della cresta di Tre Portelle non ha individuato aree di frammenti	464729	4133302					37.345741	14.601781	
R56	Contrada San Cataldo - Poggio Rusotto	Mineo	F. 269 III SE	316	Area di frammenti		L'area di frammenti è  situata in una vallata a SO della cresta di Tre Portelle e a N di Contrada Sacchina: il sito domina da SE la valle in cui scorre il fiume Pietrarossa; la valle è chiusa ad O da Monte Alfone e Poggio Russotto. La ricognizione delle pendici E di Poggio Russotto e dell'ampia estensione pianeggiante coltivata ha messo in luce una vasta area (m 50 x 70) di frammenti di pietrame e ceramica. L'orizzonte cronologico dei reperti è omogeneo: la presenza di ceramiche arcaiche di produzione indigena (facies di Licodia Eubea) e di importazioni (anfore à la brosse) indica l'esistenza a ridosso dell'altura di un insediamento di età arcaica, non più rioccupato dall'età ellenistica	463279	4133079			50 x 70	0.35	37.343675	14.585421	
R57	Contrada Tre Portelle I	Mineo	F. 269 III SE	404	Area sepolcrale		Nel corso della ricognizione del versante O della cresta di Tre Portelle, ai margini dell'area coltivata è stata individuata un'area (m 4 x 6) di frammenti, composta da pietrame, laterizi e ceramica fine da mensa	463893	4132772			4 x 6	0.0024	37.340931	14.592368	
R58	Contrada Tre Portelle II	Mineo	F. 269 III SE	413	Area sepolcrale		Nel corso della ricognizione del versante SE della cresta di Tre Portelle, ai margini dell'area coltivata è stata individuata un'area (m 30 x 40) di frammenti, composta da pietrame, e frammenti di ceramica. In base all'orizzonte cronologico dei reperti rinvenuti, l'area di frammenti è riconducibile a un'occupazione dell'area in età arcaica. Situata a ca 1 km di distanza dall'altro sito arcaico di Contrada Tre Portelle (UT R56), l'area di frammenti parrebbe testimoniare l'esistenza di una occupazione omogenea della valle inferiore del fiume Margherito in età arcaica	464464	4133106			30 x 40	0.12	37.343964	14.598798	
R59	Contrada Torretta - Borgo Pietro Lupo	Mineo	F. 269 III SE	277	Tomba isolata		L'area oggetto della ricognizione è situata a NO di Borgo Pietro Lupo, testimonianza della colonizzazione agraria d'età fascista. Nel corso del lavoro sul campo, è stata individuata una tomba a grotticella artificiale scavata in un affioramento calcareo ai margini dell'area ricognita: la ricognizione del campo in condizioni di visibilità non ottimilali ha identificato aree di frammenti fittili riconducibili a fasi di occupazioni di età storica	466004	4133116					37.344112	14.616184	
R6	Colle Cugno I	Aidone	F. 269  III  NE	142	Area di frammenti	n.d.	L’area di frammenti fittili (m 20 x 20) si estende nel cuore di un vasto campo di frumento, ai piedi di Colle Cugno (m 185 slm). La ricognizione è stata condotta al momento dell’aratura, probabile ragione della dispersione dei reperti. Sono stati rinvenuti frammenti pertinenti a ceramica comune e rozza terracotta, i cui esemplari più antichi sono databili al I sec. d.C.; si segnala anche la presenza di alcuni frammenti di Sigillata Africana D (III-IV sec. d.C.)	466208	4141646	Laureanti 2007	E. Procelli; E. Tortorici	20 x 20	0.04	37.421006	14.618097	
R60	Masseria Mandra	Mineo	F. 269 III SE	275	Area di frammenti		La zona oggetto della ricognizione è situata a O di Borgo Pietro Lupo, testimonianza della colonizzazione agraria d'età fascista: l'area è compresa nella proprietà della Masseria Mandra, accessibile dalla SP 179. La ricognizione è stata condotta su un vasto campo che si estende ai piedi di un basso poggio, la cui sommità è incolta. Nonostante le condizioni di visibilità non ottimilali è stato possibile identificare un'area (m 25 x 40) di frammenti di ceramica fine da mensa, pietrame e laterizi sul pianoro che domina la valle. In base alla presenza di Sigillata Africana D è possibile datare l'occupazione dell'area alla tarda età imperiale	465994	4132725			25 x 40	0.1	37.340587	14.616089	
R61	Contrada Acquamenta I	Ramacca	F. 269 III SE	278	Area di frammenti		L'area di frammenti (m 40 x 40) è situata a ca km 3,5 dall'uscita da Ramacca: lungo la SP103, sul margine destro della strada, si trova un campo, ex sede di una pista di motocross. Il terreno, arato al momento della ricognizione, si presenta molto gessoso: tutta l'area è ricoperta di abbondante materiale fittile (soprattutto laterizi e ceramica comune), la cui analisi ha appurato il lungo arco cronologico dell'insediamento. Dopo una prima fase di frequentazione nel VI - V sec. a. C., l'occupazione del sito riprende sotto Augusto ed è molto intensa durante i primi due secoli dell'impero, ma subisce un brusco arresto all'inizio del III e viene abbandonato fino alla metà del IV secolo: da questo momento fino al VI secolo l'industria materiale torna ad attestare la presenza umana anche se, forse, in misura minore rispetto ai primi secoli	469591	4139178	Di Mauro		40 x 40	0.16	37.398877	14.656431	
R62	Contrada Acquamenta II	Ramacca	F. 269 III SE	261	Area di frammenti		L'altra area di frammenti fittili di Contrada Acquamenta è situata tra l'UT.55 e il centro di Ramacca. Lungo la SP 103 sono noti numerosi rinvenimenti sporadici: la ricognizione del campo incolto ha permesso di identificare un'area (m 20 x 20) di frammenti che sembra attestare una lunga frequentazione. I reperti, infatti, sono riferibili due fasi principali: la prima a età ellenistica e la seconda tra la media e la tarda età imperiale	470279	4139210	Di Mauro		20 x 20	0.04	37.399188	14.664203	
R63	Contrada Passopiraino	Ramacca	F. 269 III SE	276	Area di frammenti	Mansio?	Nei pressi di masseria Torricella, nel corso della ricognizione di Contrada Passopiraino è stata individuata una vasta area di frammenti, attestata per un'estensione di circa m 150 x 150: l'area è comunemente nota come "Torricella Nuova" per distinguerla dall'omonimo insediamento castellucciano. Tutta l'area è caratterizzata dalla densa distribuzione di frammenti di laterizi, e di ceramica fine da mensa, ceramica da cucina di produzione africana e da qualche frammento di anfora. Del sito è noto il rinvenimento di una moneta di III secolo. La cronologia del materiale raccolto data la frequentazione dalla media età imperiale fino al VI sec. d.C.: l'ampio orizzonte cronologico e la consistenza del materiale archeologico rinvenuto attestano l'importanza dell'area, in estrema prossimità della via interna che da Catania procedeva verso l'interno	469037	4138019	Di Mauro		150 x 150	2.25	37.388412	14.650221	
R64	Masseria Torricella	Ramacca	F. 269 III SE	324	Area sepolcrale		L'area di necropoli è stata individuata in prossimità della masseria Torricella, nella contrada omonima a NO da Ramacca. Nei pressi della masseria si erge una cresta rocciosa, isolata e frastagliata, alla quale la località deve il proprio nome. Il rilievo presenta una fronte incurvata e chiude la piccola valle nella quale, negli anni Settanta del secolo scorso, è stato indagato il sito di un villaggio castellucciano. In questa cresta, così come negli affioramenti rocciosi che la circondano si aprono una serie di tombe a grotticella, molte delle quali ormai in precario stato di conservazione; é presumibile che l'intera necropoli vada messa in relazione con la presenza del villaggio e vada dunque datata all'età del bronzo antico	469584	4137932	Di Mauro			0.5	37.388412	14.650221	
R65	Contrada Santa Croce	Mineo	F. 269 III SE	336	Area sepolcrale		A S del paese di Ramacca si estende una sella di colline che costituiscono la contrada Santa Croce; la parte più prossima al centro abitato è denominata dagli abitanti Santa Croce della Calcara. La ricognizione dell'area ha documentato la presenza di un'area di frammenti castellucciani. L'area di frammenti  (m 25 x 25) conferma quanto già noto circa l'esistenza di un sito dell'età del bronzo antico nei pressi del centro di Ramacca. Si segnala, inoltre, in relazione al possibile villaggio castellucciano la presenza di quattro tombe a grotticella artificiale di cui non è stato possibile effettuare il rilievo per la mancata disponibilità da parte del proprietario all'accesso al lembo di necropoli	473126	4136842	Di Mauro		25 x 25	0.0625	37.377937	14.696458	
R66	Contrada Vannuto	Ramacca	F. 269 III SE	358	Area di frammenti		Un'area di frammenti è stata identificata nella masseria Vannuto, situata in un'ampia pianura che si estende a SO dal centro di Ramacca. Nell'area sono noti rinvenimenti di ceramica neolitica della facies di Diana e del Neolitico. La ricognizione dell'intera area ha constatato i vigorosi processi di trasformazione avvenuti in relazione all'impianto di frutteti e di un bacino di irrigazione. L'area di frammenti individuata si estende a SO del Cozzo Santa Maria, in corrispondenza del taglio della cresta rocciosa per la costruzione della strada, che ha coinvolto e distrutto una grotta, usuale riparo per i pastori. Sul limite della carreggiata è stata identificata l'area di frammenti fittili. Si tratta di una striscia (m 26 x 12) che si distingue anche ad occhio nudo per il colore chiaro. I materiali rinvenuti, pesi da telaio e frammenti di tegole dipinte, possono essere relativi all'uso della grotta come luogo di culto. I materiali sono datati dal VI sec. a.C. fino all'età ellenistica: l'unico elemento di età romana è costituito da un frammento di sigillata africana D	469316	4136998	Di Mauro		26 x 12	0.0312	37.379218	14.653415	
